subnum,year,placeval,ravens,wiat,woodcock,arith,wholegroupsums,abacus,age,female,condition,verbalwm,spatialwm,english,math,science,computer,music,art,phys.ed,attendance,mental.rot,ordinality,deviance,cov,linslope,linr2,logr2,averagegrades,ans
213,2,0.090909091,0.458333333,0.32,0.348837209,0.166666667,0.192857143,0,NA,NA,control,2.75,3.92,46,61,54,74,70,79,92,234,0.270833333,0.89,0.65,0.93,0.714285714,0.22,0.15,69.16666667,13
215,2,0.181818182,0.458333333,0.24,0.302325581,0.020833333,0.121428571,0,NA,NA,control,3.67,NA,61,59,69,72,70,78,78,208,0.416666667,0.71,0.7,0.79,0.31,0.17,0.24,71.33333333,11
100,2,0.636363636,0.375,0.6,0.465116279,0.4375,0.428571429,0,6.8,0,control,2.88,4.25,92,87,95,81,75,84,85,236,0.479166667,0.74,0.67,0.64,0.82,0.17,0.16,85.33333333,16
104,2,0.636363636,0.541666667,0.44,0.372093023,0.270833333,0.335714286,1,6.8,0,abacus,4.25,4.38,54,43,59,68,75,69,83,236,0.427083333,0.81,0.44,0.65,0.65,0.44,0.37,68,10
106,2,0.727272727,NA,0.52,0.348837209,0.291666667,0.135714286,0,6.8,0,control,5.04,3.75,63,64,64,61,69,82,89,213,0.604166667,0.9,0.49,0.32,0.18,0.74,0.76,71.33333333,14
115,2,0.454545455,0.541666667,0.44,0.395348837,0.354166667,0.4,0,6.5,1,control,5.17,4.25,83,80,82,78,79,81,78,241,NA,0.81,0.63,1.03,0.57,0.1,0.12,80.16666667,10
128,2,1,0.958333333,0.44,0.395348837,0.375,0.35,1,6.5,0,abacus,3.25,3.38,34,62,39,66,76,72,77,232,0.6875,0.69,0.7,0.5,0.25,0.29,0.31,60.66666667,12
13,2,1,0.583333333,0.68,0.511627907,0.520833333,0.542857143,1,6.2,0,abacus,4.67,4.21,95,91,99,74,78,79,76,237,0.708333333,0.84,0.47,0.55,0.869565217,0.32,0.25,83.5,11
135,2,0.545454545,0.375,0.56,0.395348837,0.25,0.178571429,0,7,0,control,2.46,2.12,71,84,74,74,60,76,75,237,0.59375,0.97,0.46,0.59,0.87,0.42,0.41,71.66666667,11
14,2,0.636363636,0.833333333,0.52,0.348837209,0.270833333,0.371428571,0,7.1,0,control,4.46,3.46,58,67,83,72,73,78,86,226,0.6875,0.85,0.44,0.74,0.4,0.1,0.12,75,16
15,2,1,0.791666667,0.6,0.465116279,0.395833333,0.378571429,0,7.1,1,control,6.17,4,88,89,86,80,74,81,82,237,0.333333333,0.78,0.93,1.09,0.684931507,0.26,0.26,81.83333333,12
154,2,0.909090909,0.583333333,0.44,0.418604651,0.208333333,0.321428571,0,7.2,0,control,4.88,5.71,81,84,84,79,75,83,90,225,0.5,0.83,0.57,0.48,0.38,0.43,0.42,82,15
155,2,0.818181818,0.208333333,0.64,0.465116279,0.6875,0.892857143,1,6.8,1,abacus,2.83,1.12,94,95,97,83,79,86,88,243,0.416666667,0.87,0.45,0.46,0.39,0.62,0.49,87.83333333,12
188,2,0.363636364,0.833333333,0.32,0.302325581,0.270833333,0.257142857,0,7,1,control,3.92,5.08,52,62,55,68,80,86,68,229,0.520833333,0.76,0.94,0.28,0.79,0.54,0.74,68.16666667,11
193,2,1,0.875,0.32,0.325581395,0.208333333,0.214285714,1,8.1,0,abacus,3.96,4.58,73,51,66,73,75,80,86,225,0.760416667,0.79,0.63,0.73,0.46,0.31,0.26,75.5,14
38,2,0.545454545,0.75,0.44,0.348837209,0.354166667,0.392857143,1,7.1,0,abacus,3.33,3.96,63,74,71,60,74,76,87,216,0.583333333,0.88,0.37,0.4,0.61,0.65,0.65,71.83333333,12
4,2,0,0.666666667,0.24,0.302325581,0.1875,0.142857143,0,7.5,0,control,3,4.29,25,38,42,44,75,85,71,219,0.583333333,0.83,0.5,0.73,0.51,0.29,0.3,57,13
42,2,0.272727273,0.416666667,0.32,0.418604651,0.229166667,0.1,1,7.3,0,abacus,4.04,3.29,69,62,64,64,73,82,92,233,0.395833333,0.8,1.23,0.87,0.740740741,0.31,0.33,74,12
56,2,1,0.5,0.2,0.302325581,0.125,0.192857143,1,7.2,0,abacus,3.29,2.38,36,64,33,71,82,71,90,237,0.395833333,0.66,1.19,0.81,0.87,0.14,0.12,63.83333333,16
60,2,0.363636364,0.458333333,0.48,0.372093023,0.291666667,0.435714286,1,6.6,0,abacus,4.12,4.29,57,64,63,70,74,75,78,224,0.635416667,0.8,1.28,0.96,0.625,0.25,0.25,69.5,13
67,2,0,0.458333333,0.32,0.302325581,0.083333333,0.035714286,0,6.3,0,control,2.54,1.75,14,17,19,58,72,78,84,229,0.3125,0.74,1.3,1.04,0.574712644,0.19,0.18,54.16666667,10
8,2,0,0.333333333,0.52,0.395348837,0.125,0.228571429,0,5.9,1,control,3.83,1.33,73,79,64,72,79,75,74,232,0.020833333,0.84,0.79,0.49,0.54,0.18,0.27,72.83333333,6
80,2,0.363636364,0.416666667,0.4,0.348837209,0.3125,0.05,0,7.1,0,control,3.21,2.21,59,47,61,66,69,79,83,241,0.375,0.75,0.65,0.93,0.76,0.11,0.12,69.5,13
85,2,0.363636364,0.208333333,0.36,0.325581395,0.208333333,0.228571429,1,6.6,0,abacus,3.33,3.96,53,68,53,73,73,77,82,234,0.104166667,0.79,1.02,0.94,0.543478261,0.33,0.29,68.5,12
87,2,0.454545455,0.916666667,0.4,0.372093023,0.3125,0.214285714,0,7,1,control,3.79,4.12,80,78,72,74,72,76,81,242,0.479166667,0.79,0.82,0.7,0.76,0.31,0.26,75.83333333,11
94,2,0.090909091,0.5,0.36,0.348837209,0.1875,0.171428571,0,6.8,0,control,4.21,4.88,72,52,61,71,73,70,76,222,0.625,0.85,0.49,0.62,0.4,0.42,0.37,70.5,14
1,3,1,0.375,0.72,0.604651163,0.791666667,0.7,1,6.4,0,abacus,3.79,3.67,92,91,92,76,56,84,81,238,0.59375,0.9,0.28,0.53,0.73,0.63,0.57,80.16666667,13
4,3,0.6,0.458333333,0.48,0.441860465,0.291666667,0.207142857,0,7.5,0,control,4.25,4.33,38,63,33,80,64,90,83,224,0.5625,0.8,0.63,0.69,0.36,0.18,0.27,64.66666667,10
5,3,0.9,0.5,0.48,0.441860465,0.354166667,0.385714286,0,7.3,0,control,4.38,4.08,53,69,35,68,59,82,83,204,0.5,0.78,1.03,0.44,0.65,0.42,0.51,63.33333333,13
6,3,0.1,0.208333333,0.16,0.162790698,0.104166667,0,0,6.9,0,control,3.5,3.04,33,31,46,64,65,84,81,207,0.395833333,0.75,1.29,0.68,0.549450549,0.25,0.22,62.16666667,14
7,3,0,0.5,0.6,0.395348837,0.291666667,0.428571429,0,7.2,0,control,3.67,4.71,73,62,59,68,64,92,86,200,0.291666667,0.85,0.7,0.73,0.92,0.26,0.23,73.66666667,14
8,3,0,0.458333333,0.52,0.325581395,0.291666667,0.407142857,0,5.9,1,control,3.54,3.75,68,48,47,68,69,86,82,221,0.458333333,0.62,1.09,0.7,0.38,0.2,0.31,70,9
9,3,0.3,0.25,0.52,0.511627907,0.416666667,0.457142857,0,5.9,1,control,3.25,4.17,76,59,55,68,68,82,81,223,0.71875,0.87,0.57,0.69,0.537634409,0.23,0.12,71.66666667,13
10,3,1,0.625,0.6,0.465116279,0.354166667,0.492857143,0,6.4,0,control,4.25,5.12,79,62,54,66,63,82,84,217,0.583333333,0.8,0.4,0.87,0.588235294,0.28,0.18,71.33333333,12
11,3,0.5,0.625,0.4,0.418604651,0.291666667,0.428571429,0,6.2,0,control,3.5,3.29,67,58,59,64,77,80,83,227,0.489583333,0.83,0.73,0.72,0.69,0.31,0.39,71.66666667,15
12,3,1,0.708333333,0.68,0.558139535,0.5625,0.528571429,0,6.5,0,control,4.96,5.79,93,87,90,84,77,88,81,232,0.885416667,0.86,0.38,0.51,0.39,0.61,0.6,85.5,13
13,3,1,0.708333333,0.88,0.604651163,0.791666667,0.921428571,1,6.2,0,abacus,5.42,4.33,94,98,96,88,85,90,84,224,0.708333333,0.91,0.32,0.3,0.66,0.72,0.68,89.5,16
16,3,1,0.625,0.56,0.395348837,0.354166667,0.35,1,7.1,0,abacus,3.12,4.5,80,74,47,68,58,82,81,235,0.6875,0.8,0.34,0.42,0.39,0.57,0.65,69.33333333,14
17,3,1,0.583333333,0.88,0.581395349,0.479166667,0.457142857,0,6.7,0,control,3.79,4.5,78,93,81,82,67,82,82,228,0.770833333,0.9,0.41,0.46,0.75,0.7,0.61,78.66666667,11
18,3,1,0.833333333,0.92,0.627906977,0.583333333,0.6,0,6.9,1,control,3.54,3.71,93,94,92,74,91,92,82,235,1,0.86,0.31,0.58,0.58,0.63,0.57,87.33333333,16
19,3,1,0.375,0.64,0.488372093,0.375,0.328571429,0,5.8,0,control,3.21,5.62,83,80,67,66,61,76,80,234,0.3125,0.82,1.21,1.08,0.546448087,0.23,0.17,72.16666667,13
20,3,1,0.75,0.6,0.488372093,0.541666667,0.471428571,1,6.5,0,abacus,3.75,4.21,78,85,59,78,67,86,79,238,0.552083333,0.85,0.32,0.48,0.67,0.66,0.55,74.5,16
21,3,1,0.166666667,0.64,0.488372093,0.729166667,0.585714286,1,6.4,0,abacus,4.5,4.62,82,80,67,80,64,88,80,238,0.4375,0.8,0.84,1.07,0.42,0.08,0.11,76.83333333,16
22,3,0.9,0.625,0.8,0.511627907,0.354166667,0.45,0,5.8,1,control,4.67,4.12,82,88,75,62,73,88,84,212,0.729166667,0.8,0.68,0.72,0.68,0.45,0.47,77.33333333,15
23,3,0.8,0.333333333,0.44,0.465116279,0.3125,0.371428571,1,6.9,0,abacus,3.54,4.25,33,57,33,64,63,82,85,210,0.5625,0.82,0.36,0.53,0.47,0.52,0.55,60,14
24,3,1,0.708333333,0.72,0.581395349,0.416666667,0.528571429,1,6.9,1,abacus,6.62,4.62,85,87,66,42,70,88,85,198,0.458333333,0.82,0.79,1.04,0.490196078,0.24,0.16,72.66666667,13
25,3,1,0.583333333,0.76,0.488372093,0.604166667,0.471428571,1,6.6,1,abacus,3.92,3.79,89,89,82,76,88,84,85,234,0.604166667,0.89,0.37,0.59,0.58,0.61,0.51,84,11
26,3,0.9,0.791666667,0.84,0.627906977,0.5,0.592857143,0,7.7,0,control,3.96,3.71,86,89,72,44,63,84,91,218,0.864583333,0.8,0.67,1.24,0.84,0.15,0.15,73.33333333,15
27,3,0.3,0.166666667,0.8,0.302325581,0.395833333,0.407142857,0,6.3,1,control,5.54,4.46,60,66,49,64,71,88,80,220,0.520833333,0.74,0.99,0.92,0.775193798,0.18,0.12,68.66666667,12
28,3,0.1,0.5,0.56,0.465116279,0.291666667,0.4,1,6.8,1,abacus,4.5,4.38,70,57,55,64,69,86,80,238,0.458333333,0.79,0.59,1.01,0.763358779,0.21,0.15,70.66666667,11
30,3,1,0.583333333,0.76,0.558139535,0.395833333,0.485714286,0,6.5,0,control,3.33,4.38,89,82,80,82,63,88,80,232,0.458333333,0.85,0.54,0.44,0.46,0.45,0.48,80.33333333,11
33,3,1,0.625,0.6,0.418604651,0.458333333,0.464285714,1,6.9,1,abacus,4.29,5.38,90,83,86,76,70,86,78,230,0.479166667,0.77,0.71,0.58,0.52,0.27,0.33,81,13
34,3,0.8,0.583333333,0.68,0.441860465,0.479166667,0.514285714,0,5.8,1,control,4.88,3.79,81,71,72,62,73,90,80,237,0.708333333,0.84,0.78,0.68,0.487804878,0.27,0.21,76.33333333,16
35,3,1,0.5,0.8,0.558139535,0.604166667,0.664285714,1,7.6,0,abacus,2.58,3.38,71,86,52,70,65,90,92,227,0.645833333,0.83,1.22,0.84,0.37037037,0.43,0.28,73.33333333,13
37,3,1,0.583333333,0.52,0.511627907,0.395833333,NA,0,7.5,0,control,4.46,3.38,85,86,78,78,71,88,83,224,0.458333333,0.95,1.06,0.67,0.367647059,0.38,0.27,80.5,12
38,3,1,0.375,0.68,0.488372093,0.458333333,0.478571429,1,7.1,0,abacus,5.5,3.54,62,73,50,74,62,82,82,207,0.604166667,0.84,0.5,0.52,0.99,0.6,0.57,68.66666667,16
39,3,0.9,0.708333333,0.84,0.558139535,0.604166667,0.542857143,1,7.2,0,abacus,5.46,4.46,93,92,91,82,69,86,78,239,0.625,0.81,0.42,0.49,0.71942446,0.77,0.59,83.16666667,16
40,3,0.8,0.666666667,0.56,0.488372093,0.5625,0.4,0,6.3,0,control,3.46,2.54,91,87,84,78,68,90,84,237,0.5625,0.8,1.11,0.81,0.403225806,0.33,0.2,82.5,12
41,3,1,0.291666667,0.52,0.441860465,0.4375,0.414285714,0,6.2,0,control,5.38,4.71,65,73,50,70,64,82,83,186,0.729166667,0.72,0.85,0.91,0.980392157,0.24,0.26,69,11
42,3,0.3,0.458333333,0.52,0.395348837,0.333333333,0.15,1,7.3,0,abacus,3.38,5.29,75,69,56,64,58,86,81,235,0.53125,NA,NA,NA,NA,NA,NA,70,NA
44,3,0.9,0.458333333,0.64,0.465116279,0.541666667,0.421428571,1,6.1,1,abacus,3.5,3,93,87,84,76,62,86,78,234,0.4375,0.8,1.23,0.75,0.401606426,0.42,0.35,79.83333333,12
45,3,0.3,0.375,0.68,0.465116279,0.208333333,0.228571429,0,6.2,0,control,4.46,4.04,50,47,27,64,67,84,84,210,0.28125,0.65,0.86,1.04,0.76,0.16,0.17,62.66666667,16
46,3,0.2,0.5,0.32,0.23255814,0.0625,0.092857143,0,6.2,0,control,3.42,4.25,NA,NA,NA,NA,NA,NA,NA,NA,0.395833333,0.8,0.68,0.99,0.97,0.24,0.24,NA,14
47,3,0.8,0.291666667,0.88,0.581395349,0.625,0.521428571,0,5.8,1,control,5.25,3.42,93,91,89,74,79,92,80,220,0.625,0.77,0.36,0.42,0.94,0.66,0.63,84.5,13
48,3,1,0.625,0.8,0.581395349,0.458333333,0.457142857,1,7.1,0,abacus,4.83,3.38,91,88,92,64,71,90,85,224,0.760416667,0.78,0.9,0.97,0.602409639,0.26,0.24,82.16666667,12
49,3,0.5,0.458333333,0.48,0.441860465,0.3125,0.414285714,1,6.4,0,abacus,3,3.62,63,59,40,72,69,88,82,231,0.802083333,0.83,0.45,0.44,0.42,0.46,0.61,69,14
50,3,0.7,0.625,0.76,0.511627907,0.541666667,0.435714286,1,6.1,0,abacus,3.08,4.29,92,82,83,82,64,90,79,238,0.583333333,0.77,1.24,0.93,0.71942446,0.18,0.17,81.66666667,13
51,3,1,0.458333333,0.52,0.488372093,0.520833333,0.45,1,5.6,0,abacus,3.92,3.62,83,78,85,68,58,82,85,236,0.364583333,0.79,0.76,0.83,0.32,0.13,0.18,76.83333333,11
52,3,1,0.625,0.84,0.581395349,0.541666667,0.435714286,1,5.9,1,abacus,4.83,3.96,52,82,47,64,72,86,80,220,0.520833333,0.77,0.49,0.76,0.93,0.22,0.19,66.83333333,13
53,3,1,0.333333333,0.48,0.418604651,0.375,0.342857143,1,6.2,0,abacus,4.75,4.21,71,69,61,72,68,86,83,233,0.572916667,0.79,0.74,0.86,0.59,0.13,0.13,73.5,9
54,3,1,0.791666667,0.84,0.534883721,0.604166667,0.521428571,0,6.4,0,control,5.75,4.75,91,90,83,84,57,82,86,231,0.895833333,0.79,0.55,0.52,0.51,0.43,0.44,80.5,10
56,3,0.5,0.458333333,0.4,0.372093023,0.208333333,0.228571429,1,7.2,0,abacus,2.71,3.38,43,47,33,62,62,86,79,226,0.458333333,0.75,0.85,0.69,0.34,0.15,0.23,60.83333333,14
58,3,1,0.708333333,0.84,0.534883721,0.625,0.414285714,0,6.3,1,control,4.58,4.75,88,82,72,80,88,84,79,237,0.604166667,0.74,0.86,1.11,0.94,0.11,0.11,81.83333333,9
59,3,0,0.041666667,0.12,0.255813953,0.145833333,0.042857143,0,7.9,0,control,4,1.75,50,33,37,68,50,76,83,232,0.239583333,0.67,0.8,1.05,0.68,0.17,0.18,60.66666667,6
60,3,0.4,0.666666667,0.56,0.418604651,0.479166667,0.471428571,1,6.6,0,abacus,4.33,5.58,75,71,64,66,61,82,85,236,0.479166667,0.79,0.7,0.89,0.57,0.08,0.11,72.16666667,13
62,3,0.6,0.625,0.4,0.441860465,0.3125,0.328571429,1,5.8,0,abacus,3.83,3.79,58,62,39,76,68,90,89,225,0.458333333,0.85,0.5,0.44,0.5,0.5,0.64,70,13
63,3,1,0.666666667,0.72,0.511627907,0.541666667,0.528571429,1,6.3,1,abacus,3.75,4.21,92,92,98,78,89,94,86,225,0.458333333,0.85,1.02,0.95,0.518134715,0.21,0.19,89.5,12
64,3,1,0.25,0.6,0.418604651,0.395833333,0.421428571,0,6.5,1,control,2.71,4,76,74,62,86,75,92,78,231,0.375,0.63,1.24,0.86,0.67,0.1,0.11,78.16666667,15
65,3,0.4,0.375,0.52,0.465116279,0.416666667,0.485714286,1,6.8,1,abacus,4.25,4.58,72,66,70,68,79,92,83,202,0.770833333,0.86,0.31,0.39,0.43,0.63,0.69,77.33333333,16
66,3,0.9,0.625,0.64,0.441860465,0.520833333,0.542857143,1,6.2,0,abacus,5.25,5.33,63,76,33,74,76,82,85,211,0.625,0.92,0.35,0.71,0.714285714,0.3,0.2,68.83333333,16
67,3,0.1,0.458333333,0.2,0.325581395,0.083333333,0.135714286,0,6.3,0,control,3.92,2.42,NA,NA,NA,NA,NA,NA,NA,NA,0.104166667,0.67,0.79,1.19,0.72,0.14,0.14,NA,9
68,3,0.9,0.916666667,0.56,0.534883721,0.291666667,0.464285714,0,6.3,1,control,4.5,4.12,73,72,60,78,83,92,79,231,0.729166667,0.81,0.43,0.77,0.45,0.25,0.3,77.5,13
69,3,0.4,0.583333333,0.64,0.534883721,0.3125,0.378571429,0,7.2,0,control,4.5,3.96,91,84,87,68,73,90,78,235,0.666666667,0.8,0.37,0.29,0.48,0.75,0.72,81.16666667,13
70,3,0.2,0.541666667,0.68,0.488372093,0.354166667,0.521428571,1,6.7,1,abacus,3.92,4.83,70,75,55,66,72,90,83,211,0.614583333,0.86,0.54,0.53,0.657894737,0.17,0.09,72.66666667,10
71,3,1,0.625,0.72,0.581395349,0.5625,0.4,1,7.1,1,abacus,2.83,4.33,86,88,77,78,75,90,80,229,0.895833333,0.64,1.52,0.84,0.649350649,0.15,0.13,81,12
72,3,1,0.291666667,0.84,0.604651163,0.729166667,0.592857143,1,7.2,1,abacus,3.17,4.12,92,91,86,84,75,90,81,236,0.583333333,0.91,0.24,0.33,0.5,0.82,0.78,84.66666667,16
73,3,1,0.541666667,0.44,0.395348837,0.354166667,0.414285714,0,6.2,0,control,3.42,6.29,50,59,36,64,62,90,83,223,0.65625,0.91,0.27,0.39,0.52,0.42,0.39,64.16666667,14
74,3,1,0.625,0.76,0.558139535,0.416666667,0.464285714,0,6.4,0,control,4.17,3.96,91,91,86,76,68,92,83,234,0.625,0.83,0.47,0.4,0.46,0.54,0.53,82.66666667,11
75,3,1,0.875,0.76,0.558139535,0.5,0.528571429,1,7.5,1,abacus,5,5.88,84,86,78,72,77,86,83,214,0.645833333,0.86,0.56,0.83,0.884955752,0.19,0.17,80,15
76,3,1,0.75,0.8,0.558139535,0.541666667,0.478571429,0,6.8,1,control,3.79,4.46,91,90,87,68,74,90,80,234,0.489583333,0.81,0.4,0.62,0.44,0.5,0.45,81.66666667,12
79,3,0.9,0.75,0.88,0.558139535,0.583333333,0.435714286,0,6.4,1,control,3.83,5.29,93,91,87,86,72,92,81,233,0.770833333,0.74,0.7,0.83,0.46,0.19,0.23,85.16666667,13
80,3,0.9,0.166666667,0.32,0.418604651,0.3125,0.4,0,7.1,0,control,3,2.96,65,51,63,72,57,84,84,234,0.5,0.87,0.31,0.53,0.86,0.71,0.63,70.83333333,12
81,3,0.9,0.208333333,0.44,0.395348837,0.125,0.135714286,1,6.7,1,abacus,4.04,4.12,60,46,36,76,67,82,79,231,0.104166667,0.57,1.21,0.91,0.24,0.07,0.15,66.66666667,8
82,3,1,0.208333333,0.64,0.465116279,0.625,0.657142857,1,6.5,0,abacus,4.29,4.38,39,68,33,64,72,90,81,215,0.895833333,0.89,0.44,0.31,0.3,0.73,0.6,63.16666667,13
83,3,0,0.208333333,0.28,0.395348837,0.125,0.35,0,6.8,0,control,3.83,3.67,28,33,33,64,61,80,82,215,0.364583333,0.79,0.92,0.91,0.689655172,0.3,0.21,58,13
84,3,1,0.375,0.52,0.372093023,0.208333333,0.414285714,1,6.5,0,abacus,2.88,4.38,45,44,42,66,59,84,79,220,0.583333333,0.79,0.78,0.96,0.8,0.22,0.18,62.5,16
85,3,0.8,0.25,0.52,0.372093023,0.291666667,0.278571429,1,6.6,0,abacus,2.62,3.75,46,53,33,66,70,84,80,232,0.354166667,0.78,0.87,0.77,0.99009901,0.31,0.32,63.16666667,12
86,3,0.7,0.333333333,0.24,0.372093023,0.0625,0.1,0,6.6,0,control,4.96,2.04,44,49,38,70,61,82,82,236,0.520833333,0.75,1.09,1.06,0.636942675,0.26,0.21,62.83333333,13
87,3,0.9,0.708333333,0.6,0.418604651,0.270833333,0.221428571,0,7,1,control,5.08,4.42,78,79,63,76,70,86,82,232,0.583333333,0.81,0.61,0.7,0.49,0.31,0.36,75.83333333,11
88,3,0.4,0.5,0.48,0.395348837,0.4375,0.235714286,0,6.6,1,control,3.08,2.38,71,64,55,84,74,92,82,231,0.677083333,0.85,2.02,0.78,0.35971223,0.32,0.29,76.33333333,12
89,3,1,0.875,0.84,0.581395349,0.479166667,0.485714286,0,7.4,0,control,3.33,4.58,79,92,74,82,73,92,89,224,0.802083333,0.84,0.51,0.83,0.95,0.32,0.29,81.5,9
90,3,0.3,0.5,0.6,0.418604651,0.291666667,0.292857143,0,6.8,0,control,3,3.21,63,69,54,70,58,90,84,228,0.572916667,0.82,0.62,0.75,0.39,0.27,0.3,69.83333333,12
91,3,0.1,0.458333333,0.44,0.372093023,0.375,0.342857143,1,6.2,1,abacus,4.75,3.46,76,81,70,78,84,88,83,231,0.6875,0.75,0.4,0.6,0.67,0.58,0.54,79.83333333,15
92,3,0.9,0.791666667,0.48,0.488372093,0.5,0.335714286,1,6.1,0,abacus,3.96,3.75,86,79,78,72,66,86,80,237,0.8125,0.74,0.44,0.68,0.68,0.49,0.52,78,14
93,3,0.9,0.625,0.72,0.534883721,0.354166667,0.478571429,0,7,1,control,5.75,5.38,60,60,43,78,71,90,83,222,0.541666667,0.86,0.34,0.29,0.32,0.71,0.72,70.83333333,15
94,3,0,0.25,0.4,0.372093023,0.354166667,0.485714286,0,6.8,0,control,3.96,3.5,67,65,55,70,60,86,80,222,0.625,0.74,0.66,0.84,0.67114094,0.2,0.14,69.66666667,12
95,3,0.1,0.458333333,0.44,0.372093023,0.291666667,0.478571429,0,7,0,control,4.08,4.38,37,40,37,68,62,84,80,227,0.395833333,0.86,0.77,0.81,0.884955752,0.18,0.17,61.33333333,10
96,3,1,0.666666667,0.72,0.534883721,0.395833333,0.357142857,0,7.3,1,control,3.25,5.12,93,87,84,78,76,90,82,238,0.375,0.77,0.45,0.33,0.61,0.62,0.65,83.83333333,15
98,3,1,0.708333333,0.8,0.558139535,0.4375,0.421428571,0,6.1,1,control,3.58,4.21,88,88,76,68,70,84,81,236,0.708333333,0.69,0.43,0.59,0.47,0.41,0.5,77.83333333,15
99,3,0.9,0.75,0.72,0.604651163,0.604166667,0.55,1,6.8,0,abacus,3.29,2.5,95,91,94,74,70,84,83,239,0.65625,0.71,0.86,0.87,0.85,0.11,0.12,83.33333333,15
100,3,1,0.791666667,0.84,0.581395349,0.520833333,0.485714286,0,6.8,0,control,4.46,4.38,91,94,87,80,76,86,83,226,0.833333333,0.7,1.49,0.91,0.454545455,0.28,0.23,83.83333333,16
101,3,0.6,0.166666667,0.36,0.418604651,0.25,0.271428571,0,5.9,1,control,3.12,4.83,60,56,48,64,58,86,84,228,0.125,0.79,1.09,1.4,0.53,0.04,0.07,66.66666667,12
102,3,0.6,0.5,0.6,0.511627907,0.395833333,0.564285714,1,7,0,abacus,4.67,5.25,82,77,89,82,68,80,82,228,0.8125,0.72,0.75,0.55,0.71,0.39,0.43,80.5,15
105,3,0,0.25,0.36,0.372093023,0.208333333,0.121428571,1,6.8,1,abacus,3.54,2.21,41,46,37,62,67,82,80,232,0.229166667,0.83,0.5,0.7,0.49,0.27,0.25,61.5,12
106,3,1,0.375,0.56,0.511627907,0.375,0.414285714,0,6.8,0,control,3.88,5.96,64,60,34,68,68,82,83,182,NA,0.93,0.45,0.63,0.34,0.55,0.54,66.5,16
107,3,1,0.791666667,0.52,0.465116279,0.416666667,0.471428571,1,6.4,1,abacus,3.12,3.75,88,75,77,70,71,90,85,236,0.645833333,0.89,0.41,0.33,0.23,0.7,0.77,80.16666667,9
108,3,0.3,0.583333333,0.56,0.441860465,0.541666667,0.685714286,1,6.8,1,abacus,4.17,5,84,76,74,64,87,88,81,225,0.479166667,0.77,0.49,0.45,0.51,0.5,0.56,79.66666667,14
109,3,1,0.625,0.48,0.465116279,0.416666667,0.135714286,1,6.1,0,abacus,4.75,4.75,78,78,55,62,67,86,79,236,0.447916667,0.85,1.07,0.99,0.653594771,0.2,0.19,71.16666667,16
110,3,0.5,0.25,0.72,0.465116279,0.75,0.785714286,1,6.8,0,abacus,4.25,3.92,62,82,50,78,62,86,82,234,0.520833333,0.76,0.56,0.62,0.63,0.41,0.44,70,16
111,3,1,0.791666667,0.68,0.441860465,0.208333333,0.342857143,0,6.2,0,control,3.17,3.46,76,79,78,76,63,88,85,231,0.520833333,0.76,1.04,0.93,0.724637681,0.26,0.18,77.66666667,10
114,3,1,0.583333333,0.76,0.465116279,0.375,0.392857143,0,6.6,0,control,3.83,3.29,90,91,85,72,74,90,83,220,0.84375,0.64,1.09,0.45,0.55,0.4,0.49,82.33333333,8
115,3,0.8,0.666666667,0.6,0.488372093,0.4375,0.471428571,0,6.5,1,control,3.08,3.67,79,84,58,80,65,92,81,238,0.354166667,0.77,1.11,0.75,0.699300699,0.16,0.13,75.83333333,12
116,3,0.7,0.333333333,0.68,0.581395349,0.5625,0.742857143,1,6.9,1,abacus,3.5,4.33,72,77,53,72,83,92,81,229,0.5625,0.82,0.47,0.53,0.52,0.56,0.48,75.5,14
117,3,1,0.708333333,0.64,0.418604651,0.395833333,0.535714286,1,6.4,0,abacus,5.17,5,66,72,50,64,71,86,81,214,0.854166667,0.81,0.62,0.6,0.52,0.45,0.45,69.66666667,12
119,3,0.6,0.833333333,0.68,0.488372093,0.3125,0.435714286,0,6.8,1,control,3.33,2.25,85,80,68,74,76,88,84,221,0.40625,0.79,0.91,0.99,0.847457627,0.21,0.2,79.16666667,12
122,3,0.3,0.125,0.56,0.418604651,0.395833333,0.414285714,0,6.7,0,control,4.96,3.58,62,54,50,62,57,72,82,226,0.520833333,0.88,0.97,0.78,0.25,0.38,0.22,64.16666667,15
123,3,0.7,0.666666667,0.68,0.441860465,0.4375,0.392857143,0,6.6,0,control,3.83,4.79,48,57,33,72,58,86,84,218,0.65625,0.84,0.45,0.64,0.55,0.54,0.51,63.5,14
124,3,0.9,0.833333333,0.6,0.465116279,0.395833333,0.535714286,0,6.9,0,control,4.5,2.88,81,76,61,74,65,92,86,226,0.572916667,0.81,0.73,1.02,0.8,0.16,0.13,76.5,9
125,3,0.7,0.833333333,0.68,0.488372093,0.520833333,0.485714286,0,6.5,0,control,3.67,5.71,81,78,78,68,63,90,80,237,0.854166667,0.87,0.52,0.59,0.54,0.39,0.48,76.66666667,11
127,3,1,0.708333333,0.64,0.488372093,0.291666667,0.25,0,6.7,0,control,3.04,2.92,48,62,43,72,60,84,86,225,0.6875,0.77,0.56,0.48,0.25,0.38,0.38,65.5,15
128,3,1,0.666666667,0.44,0.395348837,0.395833333,0.314285714,1,6.5,0,abacus,2.92,4.12,48,69,35,78,62,86,81,222,0.604166667,0.71,0.78,0.98,0.75,0.12,0.16,65,13
